"Leffe (Bg)","2018-09-15"," CorroRosa by Strawoman","5","","www.italiarunners.it",""
"Lido di Camaiore (Lu)","2018-09-15","Versilia Half Marathon","21","","www.versiliahalfmarathon.it",""
"Lignano Sabbiadoro (Ud)","2018-09-15","Lignano Sunset Run Half Marathon","21","","www.lignanosunset.it",""
"Lucca (Lu)","2018-09-15"," Mura di Lucca parkrun","5","","www.parkrun.it/muradilucca",""
"Marano Vicentino (Vi)","2018-09-15"," La Maranea","10","","",""
"Marlia (Lu)","2018-09-15"," Camminando per chi ci segue col Cuore","10","","www.luccapodismo.it",""
"Milano (Mi)","2018-09-15"," The Color Run","5","","www.thecolorrun.it","Trail"
"Pescara (Pe)","2018-09-15","Un Americana a Pescara","0","","",""
"Pinasca (To)","2018-09-15","La Corsa di Annibale","5","","",""
"Piovene Rocchette (Vi)","2018-09-15","Maratona Alpina","42","","www.gesschio.com/maratona-alpina","Strada"
"Poggio Rusco (Mn)","2018-09-15","La Poggistica","11","","",""
"Pregnana Milanese (Mi)","2018-09-15","Corri con i Run della Fontana","12","","www.rundellafontana.it",""
"Ripoli , San Benedetto Val di Sambro (Bo)","2018-09-15","Ripoli Trail - Coppa Lilt","17","743","","Trail"
"San Gillio (To)","2018-09-15","San Gillio Run","7","","",""
"San Martino in Strada , Forli (Fc)","2018-09-15","Camminata sulle Colline Forlivesi","11","","www.podistiavisforli.it","Strada"
"Santa Lucia , Pontedera (Pi)","2018-09-15","Risgambettata della Curigliana","10","","",""
"Selva Malvezzi , Molinella (Bo)","2018-09-15","Memorial Don Marco","7","","www.lavallazza.it",""
"Sermoneta (Lt)","2018-09-15","Trofeo Madonna della Vittoria","11","","www.uisplatina.it",""
"Sesto (Bz)","2018-09-15","Südtirol Drei Zinnen Alpine Run","17","","www.corsatrecime.com",""
"Uboldo (Va)","2018-09-15","Led Night Run for Sud Sudan","10","","www.facebook.com/festadelpaeseuboldo",""
"Valleandona , Asti (At)","2018-09-15","Camminata nel Parco","10","","www.valleandona.it",""
"Veggia , Casalgrande (Re)","2018-09-15"," 5.30 Life Style","5","","www.ermes-cermiche.it",""
"Vigolzone (Pc)","2018-09-15","Troviamoci a Vigolzone","10","","",""
"Voldomino , Luino (Va)","2018-09-15","Chrono Scalata San Martino","2","300","",""
"Abbiate Guazzone , Tradate (Va)","2018-09-16","Quattar Pass in Pineta","21","","",""
"Agnadello (Cr)","2018-09-16","Caminada dei Pansècc","21","","www.podistiagnadello.it",""
"Alba (Cn)","2018-09-16","Corri Sotto le Torri Alba nel Cuore","8","","www.triangolosport.it",""
"Albignasego (Pd)","2018-09-16"," iPerRun for Children","8","","www.iperrun.it",""
"Alonte (Vi)","2018-09-16"," Alonte in Rosa","9","","www.10miglia.it",""
"Alpe Segletta , Aurano (Vb)","2018-09-16","LagoMaggiore ZipLine Trail","25","1200","www.lagomaggioreziplinetrail.it","Trail"
"Arezzo (Ar)","2018-09-16","Arezzoabilia","10","","",""
"Bergamo (Bg)","2018-09-16","Bergamo City Trail - 8","16","800","www.millegradini.it","Trail"
"Botticino Sera (Bs)","2018-09-16","Mai Senza l'Altro Run","10","","",""
"Brescia (Bs)","2018-09-16","Memorial Annamaria Lastella","11","","www.asdlastella.eu",""
"Busca (Cn)","2018-09-16"," Fitwalking Solidale","10","","",""
"Busnago (Mb)","2018-09-16","1, 2, 3, 100 ... 1000 Passi","21","","",""
"Capo Figari , Golfo Aranci (Ss)","2018-09-16"," La Leggenda di Marconi Trail","34","1000","www.trailrunning.it/evento/la-leggenda-marconi-trail","Trail"
"Cartigliano (Vi)","2018-09-16","Marcia Villa Cappello","23","","sites.google.com/site/marciadivillacappello",""
"Casamassima (Ba)","2018-09-16","Stramaxima - 29","10","","www.atleticacasamassima.it",""
"Cascine di Tavola , Prato (Po)","2018-09-16","EcoMaratona Pratese","42","","www.podisticapratese.it","Trail"
"Castelfranco Veneto (Tv)","2018-09-16","Passeggiata di Giorgione","30","","www.prolococastelfrancoveneto.it",""
"Castelnovo , Isola Vicentina (Vi)","2018-09-16","Marcia dei Castellari","18","","",""
"Castelnuovo del Garda (Vr)","2018-09-16","Marapergola","19","","",""
"Cefalù (Pa)","2018-09-16","Maratonina Perla del Tirreno","21","","",""
"Cerignola (Fg)","2018-09-16","CorriCerignola - Memorial Bruno Liscio","10","","www.podisticerignola.it",""
"Chiusi (Si)","2018-09-16","Giro Lago di Chiusi","18","","www.girolagochiusi.it",""
"Ciamber , Forno di Zoldo (Bl)","2018-09-16","Fagarè Cross","7","","",""
"Cinto Caomaggiore (Ve)","2018-09-16","Marcia dei Laghi","20","","",""
"Colle Val d'Elsa (Si)","2018-09-16","Mezza Maratona Colle Val d'Elsa - Sempre di Corsa","21","","www.facebook.com/Sempredicorsa-1934783943414524","Strada"
"Collesalvetti (Li)","2018-09-16","Passeggiata tra le Colline Colligiane","18","","www.gparcobaleno.it",""
"Colzate (Bg)","2018-09-16","Camminata di San Maurizio","17","","",""
"Copreno , Lentate sul Seveso (Mb)","2018-09-16","Trofeo Don Carlo Carrettoni","22","","",""
"Cordignano (Tv)","2018-09-16","Marcia delle Associazioni","12","","",""
"Darfo Boario Terme (Bs)","2018-09-16","Cammina con Noi - Insieme per non dimenticare l'Alzheimer","12","","www.alzheimerpisogne.it",""
"Faenza (Ra)","2018-09-16","Maratonina Città di Faenza","21","","www.atletica85.it",""
"Filecchio , Barga (Lu)","2018-09-16","Scarpinata di Filecchio","18","","","Strada"
"Forni Avoltri (Ud)","2018-09-16","Vertical Chiadin","5","1200","www.centrobiathlonforniavoltri.it","Trail"
"Fossalta di Piave (Ve)","2018-09-16","Correndo con gli Oll Scars","10","","www.ollscars.it",""
"Gerenzago (Pv)","2018-09-16","Corsa podistica dei Muli","18","","","Strada"
"Ghizzole , Montegaldella (Vi)","2018-09-16"," ZuccaRun","13","","www.atleticobastia.it",""
"Guanzate (Co)","2018-09-16","La Mangiacuscienza","15","","www.mangiacuscienza.info",""
"Guastalla (Re)","2018-09-16","10.000 Passi per il Cuore","10","","",""
"Incisa in Val d'Arno (Fi)","2018-09-16","CorrIncisa","11","","www.podistiresco.it",""
"Ivrea (To)","2018-09-16","Ivrea - Mombarone","20","2100","www.amicidelmombarone.it","Trail"
"Lari (Pi)","2018-09-16","Corri'n... Castello","10","","www.silvanofedi.com/index.php/eventi/event/393-1o-corri-n-castello",""
"Leccio , Reggello (Fi)","2018-09-16","Eco-Fashion Marathon - La Mezza del Valdarno Fiorentino","21","","www.podistiresco.it","Trail"
"Legnaro (Pd)","2018-09-16","Quattro Passi dopo e Ferie","18","","",""
"Lodi (Lo)","2018-09-16","Lodi che Corre","20","","www.podisticasanbernardo.it","Strada"
"Medicina (Bo)","2018-09-16"," ANNULLATA - Camminata del BarbaRossa salutiamo Le Torri","7","","",""
"Mercato Saraceno (Fc)","2018-09-16","Maratona Alzheimer","42","","www.maratonaalzheimer.it","Strada"
"Modena (Mo)","2018-09-16"," Dog City Run Modena - La Corsa col Tuo Migliore Amico","5","","www.dogcityrun.com",""
"Moncalieri (To)","2018-09-16","Decathlon si fa in 5000","5","","",""
"Monza (Mb)","2018-09-16","Mezza di Monza","21","","www.followyourpassion.it/running.html",""
"Ono San Pietro (Bs)","2018-09-16"," Ono San Pietro - Rifugio Baita Iseo","5","700","",""
"Paderno Dugnano (Mi)","2018-09-16","Corri con Anffas","11","","www.anffaspaderno.it",""
"Palombara Sabina (Rm)","2018-09-16","Millennium Running","10","","www.millenniumrunning.it",""
"Parma (Pr)","2018-09-16","Vivi la Tua Città Camminando","9","","www.craltep.it",""
"Petriccione , Castellalto (Te)","2018-09-16","Maratonina della Val Tordino","10","","www.runnerstordino.it",""
"Pietra Marazzi (Al)","2018-09-16"," Passaggio a Nord Ovest","12","","","Strada"
"Poggio d'Api , Accumoli (Ri)","2018-09-16","Eco-Trail Oasi dei Laghi","14","","www.festivaldeidueparchi.it","Trail"
"Pontremoli (Ms)","2018-09-16","Corri a Pontremoli","12","","",""
"Pozzol Groppo (Al)","2018-09-16","Trail di Pozzol Groppo","12","","","Trail"
"Quarantoli , Mirandola (Mo)","2018-09-16","Du Pas par Quarentul","13","","",""
"Robassomero (To)","2018-09-16","Le Borgate","10","","",""
"Romanò Brianza , Inverigo (Co)","2018-09-16","Camminata Panoramica Brianzola","25","","",""
"Rossetta , Bagnacavallo (Ra)","2018-09-16"," Curseta a la Ruseta","7","","",""
"Sala Baganza (Pr)","2018-09-16","Summer Trail del Prosciutto di Parma","21","900","www.summertrail.it","Trail"
"Salsomaggiore Terme (Pr)","2018-09-16","Camminata della Solidarietà","10","","","Strada"
"San Giovanni in Marignano (Rn)","2018-09-16","Trofeo Città di San Giovanni","15","","",""
"San Giovanni in Persiceto (Bo)","2018-09-16","Maratonina del Pesco - 35","30","","www.persicetanapodistica.eu","Strada"
"San Marcello Pistoiese (Pt)","2018-09-16","Montanaro Trail","58","2700","www.montanarotrail.it","Trail"
"San Vito di Cadore (Bl)","2018-09-16","Vertical Run","5","1250","www.capriolisanvito.it","Trail"
"Sant' Angelo , Bottegone (Pt)","2018-09-16","Marcia dei 7 Campanili","20","","",""
"Santa Maria Maddalena , Occhiobello (Ro)","2018-09-16","In Sla Rota ad Po","16","","www.salcus.it",""
"Saronno (Va)","2018-09-16","StraSaronno","10","","www.strasaronno.it",""
"Savignone (Ge)","2018-09-16","Trail dei Fieschi","23","1100","www.trailfieschi.net","Trail"
"Scaltenigo , Mirano (Ve)","2018-09-16","Lusore Running","21","","www.lusoresport.com",""
"Senigallia (An)","2018-09-16","Corri in Città","21","","www.atleticasenigallia.wordpress.com",""
"Sequals (Pn)","2018-09-16","Cretroi Run","21","","",""
"Soarza , Villanova sull'Arda (Pc)","2018-09-16","Marcia dei Pioppi","18","","",""
"Sovramonte (Bl)","2018-09-16"," Vallazza Vertical","4","1100","www.allanticatorre.com","Vertical"
"Tapogliano , Campolongo (Ud)","2018-09-16","Marcia nel Parco del Torre","18","","",""
"Tavernette , Cumiana (To)","2018-09-16","Quat Pass vers San Valerian","7","","",""
"Thiene (Vi)","2018-09-16","Passeggiata d'Autunno","11","","",""
"Trento (Tn)","2018-09-16","Trento Run Trail","12","900","www.trentinorunningteam.it","Trail"
"Vallese , Oppeano (Vr)","2018-09-16","Marcia del Contadino","17","","",""
"Vallombrosa (Fi)","2018-09-16","Vallombrosa Trail","18","653","www.podistiresco.it","Trail"
"Venezia (Ve)","2018-09-16"," Nordic Walking Challenge","10","","www.nordicwalkinitaly.it",""
"Viadana (Mn)","2018-09-16","CorriViadana","12","","",""
"Vicenza (Vi)","2018-09-16","StrAVicenza 21","21","","www.strvicenza.it",""
"Vignola (Mo)","2018-09-16","Camminata di Pratomaggiore","9","","",""
"Vignola , Subiaco (Rm)","2018-09-16","Trail Santa Chelidonia","30","1650","www.gruppomarciatorisimbruini.it","Trail"
"Villimpenta (Mn)","2018-09-16","Camminata al Castello","6","","",""
"Fossano (Cn)","2018-09-19","Run Around","0","","www.asdsportification.it",""
"Marina di Ravenna (Ra)","2018-09-19"," Corsa podistica","0","","","Strada"
"Modena (Mo)","2018-09-19"," This is My Town Modena","10","","",""
"Prato (Po)","2018-09-19","Trofeo Misericordia di Grignano","10","","",""
"Ramera , Mareno di Piave (Tv)","2018-09-20","Corri Ramera","10","","",""
"Adro (Bs)","2018-09-21","Di Corsa verso l'Altro","10","","",""
"Bagno a Ripoli (Fi)","2018-09-21"," Blue Clinic in Festa","8","","www.blueclinic.it",""
"Borgo Cornalese , Villastellone (To)","2018-09-21"," La Corsa del Conte","8","","",""
"Cavriago (Re)","2018-09-21","Camminata delle Tre Torri","9","","",""
"Codogno (Lo)","2018-09-21","Palio Città di Codogno","2","","",""
"Terni (Tr)","2018-09-21","Notturna di Fine Estate - Memorial Mauro Moroni","10","","",""
"Agrate Brianza (Mb)","2018-09-22"," Và a Ciapà i Runner","10","","",""
"Antraccoli (Lu)","2018-09-22","Staffetta del Pioppino","3","","www.gsmantraccoli.com",""
"Borgo San Lorenzo (Fi)","2018-09-22","Maratona del Mugello","42","","www.maratonamugello.it","Strada"
"Bunda , Mosso (Bi)","2018-09-22"," Erbu Trail","8","","","Trail"
"Buonconvento (Si)","2018-09-22","Corri con I Risorti","14","","www.uispsiena.it",""
"Caino (Bs)","2018-09-22"," Cronoscalata a San Giorgio - Memorial Marco Prandelli","3","740","cronoscalatasangiorgio.wordpress.com",""
"Campagnola Emilia (Re)","2018-09-22","Camminata Festa del Volontariato","9","","",""
"Cannara (Pg)","2018-09-22","Cipolla di Cannara in Corsa","11","","www.podisticavolumnia.it","Strada"
"Carpi (Mo)","2018-09-22","G.P. Centrum","8","","",""
"Case , Malo (Vi)","2018-09-22","Case in Corsa","10","","",""
"Castel Maggiore (Bo)","2018-09-22","Corri o Cammina negli 8 Parchi","11","","www.gruppopodisticoprogresso.it",""
"Cavarzano , Belluno (Bl)","2018-09-22"," 4 Passi sotto le Stelle","4","","www.facebook.com/4passisottolestelle",""
"Claut (Pn)","2018-09-22"," Erwin Rommel Trail","64","3300","www.rommeltrail.it","Trail"
"Coenzo , Sorbolo (Pr)","2018-09-22","Camminando con i Baloss","12","","",""
"Firenze (Fi)","2018-09-22"," Firenze parkrun","5","","www.parkrun.it/firenze",""
"Forlì (Fc)","2018-09-22","Rabbì Green Race - La Pianta in Corsa","12","","www.rabbionlus.org",""
"Gallarate (Va)","2018-09-22","Camminata Salva Cuore","10","","",""
"La Selva Filattiera (Ms)","2018-09-22","Trofeo Filagiò","8","","",""
"Lucca (Lu)","2018-09-22"," Mura di Lucca parkrun","5","","www.parkrun.it/muradilucca",""
"Malo (Vi)","2018-09-22","Camminata Città della Speranza","10","","www.cittadellasperanza.org",""
"Migliana , Vaiano (Po)","2018-09-22","Corri & Salsiccia","18","","www.bandadeimalandrini.it","Trail"
"Novi Ligure (Al)","2018-09-22","Meeting in Pista","10","","www.atleticanovese.it",""
"Perticato , Mariano Comense (Co)","2018-09-22","StraPertegaà","10","","www.facebook.com/5Strapertegaa",""
"Ponte dell'Olio (Pc)","2018-09-22","Una Marcia per la Vita","12","","",""
"Prato (Po)","2018-09-22","Gambero D'Oro Città di Prato","2","","",""
"Prato (Po)","2018-09-22"," Color Vibe Run","5","","www.colorvibe5k.it",""
"Roma (Rm)","2018-09-22","Il 3000 di Emilio","3","","",""
"Roma (Rm)","2018-09-22","Il Miglio di Roma","1","","www.ilmigliodiroma.com",""
"Roncalceci , Ravenna (Ra)","2018-09-22","Sagra di Roncalceci","7","","",""
"Roverchiara (Vr)","2018-09-22","IlluminiAMO la Ricerca","14","","",""
"Rovereto (Tn)","2018-09-22"," StrongmanRun","20","","www.strongmanrun.it",""
"Rozzano , Zibido San Giacomo (Mi)","2018-09-22","Strampallazza","13","","www.51beats.net/2018/09/22/run-6-strampallazza-2018",""
"San Donato , San Miniato (Pi)","2018-09-22","Marcia Sandonatese","12","","www.podisticacastelfranchese.it","Strada"
"San Giovanni Lupatoto (Vr)","2018-09-22","Lupatotissima","0","","www.lupatotissima.it","Strada"
"Segrate , Milano (Mi)","2018-09-22","Fiore Nero Run","12","","www.fiorenero.org",""
"Sondrio (So)","2018-09-22"," SoRun - Mezza Maratona Città di Sondrio","21","","www.sorun.it","Strada"
"Sorbano del Giudice , Lucca (Lu)","2018-09-22"," Corriamo a Sorbanello insieme","10","","www.sorbanello.it",""
"Terranuova Bracciolini (Ar)","2018-09-22","Maratonina Festa del Perdono","18","","",""
"Trieste (Ts)","2018-09-22"," Trieste Urban Trail","10","","www.urbantrailrun.it","Trail"
"Venaria Reale (To)","2018-09-22","Corrinfesta","8","","www.festamariabambinavenaria.it",""
"Alano di Piave (Bl)","2018-09-23","Giro delle Fontane","16","","www.prolocoalano.it",""
"Almè (Bg)","2018-09-23","Camminata Solidalmente","20","","www.solidalmente.it",""
"Arezzo (Ar)","2018-09-23","Ecopasseggiata degli Etruschi","19","","www.corsadelsaracino.it","Trail"
"Barbaricina , Pisa (Pi)","2018-09-23","Corri il Paese dei Cavalli","21","","",""
"Bergamo (Bg)","2018-09-23","StraBergamo","19","","",""
"Bernate , Arcore (Mb)","2018-09-23","Al Fresch Tra i Runchet El Laghetun","22","","www.polisportivabernate.it",""
"Bonate Sopra (Bg)","2018-09-23","6 Ore di San Lorenzo - in Pista con Sharon","0","","www.podisticasanlorenzo.bg.it","Strada"
"Borgo Tossignano (Bo)","2018-09-23"," ANNULLATA - Gessi Wild Trail","31","1700","www.trailromagna.eu","Trail"
"Brembate (Bg)","2018-09-23","Marcia del Donatore","20","","",""
"Breno (Bs)","2018-09-23"," iO21Zero97","21","","www.io21zero97.com",""
"Bresseo , Teolo (Pd)","2018-09-23"," Camminata per Luca","15","","www.farmaciaperini.com",""
"Brugherio (Mb)","2018-09-23"," Camminata per Michele","12","","",""
"Budoia (Pn)","2018-09-23","Marcia dei Funghi","25","","",""
"Buenos Aires , Argentina (Ar)","2018-09-23"," Buenos Aires Marathon","42","","www.maratondebuenosaires.com","Strada"
"Calzaiolo , San Casciano (Fi)","2018-09-23","Corri per San Casciano - 8","13","","www.podisticavaldipesa.wordpress.com","Strada"
"Cappella Maggiore (Tv)","2018-09-23","Marcia per la Salute","20","","www.madruktrail.it","Trail"
"Casinalbo , Formigine (Mo)","2018-09-23","MeriZeta","10","","",""
"Castagnaro (Vr)","2018-09-23","Su e Zo par la Rosta","20","","",""
"Castel Bolognese (Ra)","2018-09-23","Giro Podistico della Serra","14","","",""
"Castiglioncello , Rosignano Marittimo (Li)","2018-09-23","Castiglioncello Run","10","185","",""
"Castiglione Olona (Va)","2018-09-23","Camminata del Cardinale","21","","www.camminatorisancarlo.it",""
"Cento (Fe)","2018-09-23","Centopassi","11","","www.polisportivacentese.it",""
"Cesena (Fc)","2018-09-23"," Lungo Savio Run","8","","",""
"Chiampo (Vi)","2018-09-23","Marcia tra le Visele del Durelo","22","","",""
"Chiari (Bs)","2018-09-23","Du Pass per Ciare","21","","www.avischiari.it",""
"Cilavegna (Pv)","2018-09-23"," Sport, Forma Fisica e Salute","15","","","Strada"
"Firenze (Fi)","2018-09-23"," FYP Marathon - Follow your Pet","4","","www.fypfirenze.it",""
"Fogarole , Monticelli d'Ongina (Pc)","2018-09-23","Camminata Lungo il Po","17","","",""
"Framura (Sp)","2018-09-23","FraBoLe - Correndo nei Tunnel delle Meraviglie","12","","",""
"Garbagnate Monastero (Lc)","2018-09-23","Quater Pass inturnu al San Martin","25","","www.volontarisanmartino.org",""
"Grassobbio (Bg)","2018-09-23","Camminando ... sul Serio","15","","",""
"Grosseto (Gr)","2018-09-23","Aipamm Day","10","","www.aipammday.it",""
"Inzago (Mi)","2018-09-23","Gir di Cassin d'Inzac","20","","",""
"Isola di Albarella , Rosolina (Ro)","2018-09-23","Podistica Isola di Albarella","10","","www.maratonina.org","Strada"
"La Culla , Camaiore (Lu)","2018-09-23","Saliscendi la Culla","10","","www.facebook.com/Associazione-Riuniti-Per-La-Culla-235034146676627",""
"Ligosullo (Ud)","2018-09-23","Skyrace Monte Dimon - Memorial Patrick Incardona","15","780","www.aldomoropaluzza.it","Trail"
"Lizzano in Belvedere (Bo)","2018-09-23","Corno alle Scale Trail","15","1200","www.cornoallescaletrail.com","Trail"
"Lugo (Ra)","2018-09-23"," Podistica San Gabriele","6","","","Strada"
"Mantova (Mn)","2018-09-23","MantovaTen","10","","www.uispmantova.it",""
"Medea (Go)","2018-09-23","Marcia del Superabile","12","","",""
"Milano (Mi)","2018-09-23"," Salomon Running Milano","25","","www.runningmilano.it",""
"Modena (Mo)","2018-09-23"," Allena(la)mente","7","","",""
"Moletolo , Parma (Pr)","2018-09-23","Passeggiata sul Parma","14","","www.uisp.it/parma",""
"Montecchio Emilia (Re)","2018-09-23","Corri con Avis","10","","www.avismontecchioemilia.it",""
"Monza (Mb)","2018-09-23"," StraWoman - We Run the World","10","","www.strawoman.it",""
"Mortara (Pv)","2018-09-23"," Manuel Aldrigo","10","","","Strada"
"Noto (Sr)","2018-09-23"," Maratonina Agua Green Resort","21","","",""
"Oropa (Bi)","2018-09-23","Muc Fun Trail","14","900","www.gsapollone.it","Trail"
"Padova (Pd)","2018-09-23"," Di Corsa 6 dei Nostri","10","","www.bomberun.it",""
"Palermo (Pa)","2018-09-23","Memorial Podistico Salvo d'Acquisto","10","","www.biorace.it",""
"Pianengo (Cr)","2018-09-23","Murselada","30","","",""
"Pietrasanta (Lu)","2018-09-23","Francigena Tuscany Marathon","42","1000","www.francigenatuscanymarathon.it",""
"Piombino (Li)","2018-09-23"," Etruscan Ring","25","","www.etruscanring.com",""
"Ponte di Legno (Bs)","2018-09-23","Trenta Lenta Trail","30","","","Trail"
"Ponte Lambro (Co)","2018-09-23","In Cammino con Nicola","8","","www.casadidario.org",""
"Pontetetto (Lu)","2018-09-23","VediLucca","18","","",""
"Porto San Giorgio (Fm)","2018-09-23","Mezza Maratona del Piceno Fermano","21","","www.maratonadelpiceno.com","Strada"
"Portogruaro (Ve)","2018-09-23","A Piedi tra Portici e Torri - La Settembrina","21","","",""
"Povegliano (Tv)","2018-09-23","Podistica Povegliano","42","","www.podistica.povegliano.org","Strada"
"Pratola Peligna (Aq)","2018-09-23","Mezza Maratona dei Tre Comuni","21","","www.mezzamaratonadipratola.it","Strada"
"Putignano (Ba)","2018-09-23","Putignano On The Road","10","","www.nadirontheroad.org",""
"Quantin , Ponte nelle Alpi (Bl)","2018-09-23","Memorial Onelio e Guido Viel","8","","",""
"Quarrata (Pt)","2018-09-23","Passeggiata Panoramica","15","","",""
"Quartiere Torrazzo , Modena (Mo)","2018-09-23","Podistica al Torrazzo","21","","","Strada"
"Rimini (Rn)","2018-09-23","Appuntamento della Solidarietà","8","","www.uisprimini.it",""
"Roma (Rm)","2018-09-23"," Roma Half Marathon Via Pacis","21","","www.romahalfmarathon.org",""
"San Daniele (Ud)","2018-09-23","Marcia Tra le Colline del Prosciutto","20","","",""
"San Genesio , La Valle (Bz)","2018-09-23"," Soltn-Maratonina in Montagna","21","","www.soltnflitzer.it",""
"San Giovanni Lupatoto (Vr)","2018-09-23","StraLupatoto","14","","",""
"San Maurizio Canavese (To)","2018-09-23"," Corsa podistica","9","","","Strada"
"Santa Maria a Monte (Pi)","2018-09-23","Trofeo A.S.D. La Chiocciola","19","","",""
"Santo Stefano Belbo (Cn)","2018-09-23","Trail del Moscato","54","2800","www.dynamic-center.it","Trail"
"Savona (Sv)","2018-09-23","Savona Half Marathon e Savona Ten 10K","21","","www.savonamarathon.it","Strada"
"Secugnago (Lo)","2018-09-23","Caminada de Scugnai","30","","",""
"Selvazzano Dentro (Pd)","2018-09-23","Marcia de la Piroga","20","","www.gpeuganeo.it",""
"Sesto San Giovanni (Mi)","2018-09-23","Run&Life","10","","www.attive.org",""
"Sestri Levante (Ge)","2018-09-23"," Chicchiricchì Run delle Due Baie","8","","www.runrivierarun.it",""
"Soligo (Tv)","2018-09-23","Passeggiata sui Colli di Soligo","12","","",""
"Stradella (Pv)","2018-09-23","Corriamo in Collina","18","","",""
"Tambre (Bl)","2018-09-23"," Transcavallo Equinox Run","21","1937","www.transcavallo.it",""
"Torino (To)","2018-09-23","Stralucento - 2","10","","",""
"Torrile (Pr)","2018-09-23","Corri a Torrile","10","","www.torrilerunningteam.it",""
"Udine (Ud)","2018-09-23","Maratonina Città di Udine - StraUdine BluEnergy","21","","www.maratoninadiudine.it",""
"Valenza (Al)","2018-09-23","Pedron Marathon","10","","www.gpcartotecnica.it",""
"Valle San Floriano , Marostica (Vi)","2018-09-23","Marcia per i Bambini di Strada","22","","","Strada"
"Vanzago (Mi)","2018-09-23","VanzagoRun","12","","",""
"Vercelli (Vc)","2018-09-23","La 21 della Via Francigena","21","","www.la21dellaviafrancigenarun.it",""
"Verla , Giovo (Tn)","2018-09-23","Marcia dell'Uva","16","","www.festadelluva.tn.it",""
"Vieste (Fg)","2018-09-23","ViesteInCorsa","10","","www.viesterunners.blogspot.com",""
"Villafranca di Verona (Vr)","2018-09-23","Marcia del Pellicano","16","","",""
"Vinovo (To)","2018-09-23","Mezza Maratona di Vinovo","21","","www.podisticatorino.it/hipporun","Strada"
"Manzolino , Castelfranco Emilia (Mo)","2018-09-27","Podistica dei Somari","7","","","Strada"
"Acqui Terme (Al)","2018-09-28","Memorial Guido Caratti","5","","",""
"Ravenna (Ra)","2018-09-28"," SanSi Corre","8","","www.racine.ra.it/salesiani",""
"Campogalliano (Mo)","2018-09-29","LaMattaCorsa Wild & Mudrun","15","","www.lamattacorsa.it",""
"Cantalupo Ligure (Al)","2018-09-29"," Valborbera Ultra Trail","90","5000","www.valborberatrail.it","Trail"
"Capanne , Montopoli Val d'Arno (Pi)","2018-09-29","Trofeo Pubblica Assistenza","10","","",""
"Castelnuovo Rangone (Mo)","2018-09-29","Camminata del Tiepido","10","","",""
"Dicomano (Fi)","2018-09-29"," Color Vibe","5","","www.colovibe5k.it",""
"Firenze (Fi)","2018-09-29"," Firenze parkrun","5","","www.parkrun.it/firenze",""
"Forte dei Marmi (Lu)","2018-09-29","Running In Forte dei Marmi","10","","www.runningin.info",""
"Lucca (Lu)","2018-09-29"," 10x1 Ora - Una corsa per Vincenza","0","","",""
"Lucca (Lu)","2018-09-29"," Mura di Lucca parkrun","5","","www.parkrun.it/muradilucca",""
"Reggio Emilia (Re)","2018-09-29","La Lazzarata","7","","www.uisp.it/reggioemilia",""
"Resiutta (Ud)","2018-09-29","Trofeo Tre Comuni","15","880","","Trail"
"Russi (Ra)","2018-09-29","Memorial Domenico Camerani","8","","www.gslamone.blogspot.it",""
"Santa Maria a Colle , Lucca (Lu)","2018-09-29"," Marcia del Donatore","8","","www.luccapodismo.it",""
"Siena (Si)","2018-09-29"," La Mezz'Ora di Pista per Tutti","0","","www.uisp.it/siena",""
"Verano , Podenzano (Pc)","2018-09-29","Trofeo Ass. AS.SO.FA","10","","",""
"Vigarano Pieve (Fe)","2018-09-29","Camminata della Pera","7","","",""
"Albenga (Sv)","2018-09-30"," Trail della Gallinara","23","900","www.albengarunners.it","Trail"
"Alghero (Ss)","2018-09-30"," Alghero Half Marathon","21","","www.algherohalfmarathon.it",""
"Aosta (Ao)","2018-09-30","MezzAosta","21","","www.mezzaosta.it",""
"Arezzo (Ar)","2018-09-30","Trofeo Centro Arezzo Coop-Fi","9","","eventi.decathlon.it",""
"Bergamo (Bg)","2018-09-30","Quater Pas in Valverda","19","","sites.google.com/site/parrocchiadivalverde",""
"Caldiero (Vr)","2018-09-30","Caminada de l'Acqua Calda","16","","",""
"Calino , Cazzago San Martino (Bs)","2018-09-30","Corri Boschi","10","","www.runningcazzago.blogspot.com",""
"Casalecchio di Reno (Bo)","2018-09-30","Camminata dall'Eremo ai Gessi","12","","www.csicasalecchio.it",""
"Castelnuovo Magra (Sp)","2018-09-30","Trofeo Pro Avis Castelnuovo Magra","9","","www.proaviscastelnuovomagra.it",""
"Cene (Bg)","2018-09-30","Cene Cammina con l'Aido","20","","",""
"Cologne (Bs)","2018-09-30","Cologne Running","18","","www.colognerunning.it","Trail"
"Cologno Monzese (Mi)","2018-09-30","Camminata de La Martesana","21","","",""
"Curnasco (Bg)","2018-09-30","Sgambata d'Autunno","22","","",""
"Dozza (Bo)","2018-09-30","Muro Dipinto Run","20","300","",""
"Ferrara (Fe)","2018-09-30","Ferrara Marathon & Half Marathon","42","","www.corriferrara.it","Strada"
"Fidenza (Pr)","2018-09-30","Trofeo Borgo San Donnino","10","","www.atleticaavisfidenza.it",""
"Finale Emilia (Mo)","2018-09-30","Al Gir dal Final","12","","www.podisticafinaleemilia.jimdo.com","Strada"
"Firenze (Fi)","2018-09-30","Corri la Vita","11","","www.corrilavita.it",""
